skill_title,skill_description,skill_type,is_emerging,is_casl
Regulatory Risk Assessment,"Analyse the impact of the latest global regulatory developments and relevant laws on the organisation’s risk exposure, overall financial services industry, and audit or engagement strategies",tsc,False,True
Regulatory Strategy,Align regulatory activities with business strategies,tsc,False,False
Regulatory Submission and Clearance,"Manage the processes for obtaining the required project approvals, permits, and the compliance to regulatory conditions",tsc,False,True
Regulatory and Legal Advisory,Provide advice to business and management stakeholders on regulatory compliance and legal matters related to support business decision making,tsc,False,False
Rehearsal Management,Organize and facilitate the rehearsal process to ensure all details prior performance are adequately prepared and coordinated,tsc,False,False
Relay and Protection Systems Development,Develop technical proposals and schematics of protection systems for new substation projects,tsc,False,False
Reliability Centred Maintenance,Conduct reliability modelling and assessments of assets to provide reliability-centred technical support to maintenance teams,tsc,False,False
Reliability Engineering Management,"Manage life cycle costing, root cause failure analyses, reliability modelling and assessments, fit-for-purpose analyses, and failure patterns of plant and equipment to provide reliability engineering technical support to production, construction, maintenance, and project teams",tsc,False,False
Render Management,"Render 3D models, scenes, or visual effects into 2D images or sequences, which can be viewed as final output",tsc,False,False
Report Writing,Use appropriate terminology to write reports and identify report requirements. Present information and evidence clearly and in a structured format,tsc,False,False
Research,Research on a concept or idea to provide inputs for content development,tsc,False,False
Research Data Analysis,"Analyse research data, interpret results, and connect findings to research questions and scientific literature to derive new insights",tsc,False,False
Research Data Collection and Management,"Collect research data and manage research databases, including extracting required data and managing data storage",tsc,True,False
Research Design,"Evaluate existing research literature to understand the existing body of knowledge, identify gaps or issues, translate them into research questions and design research studies to investigate and test hypotheses",tsc,True,False
Research Findings Communication,Communicate research findings effectively to target audiences using communication methods according to established scientific community standards,tsc,False,False
Research Proposal Development,"Develop research questions, proposals and study protocols",tsc,False,False
Research Translation,Translate research findings into practice,tsc,False,True
Research and Development,"Optimise manufacturing processes, develop materials, and create new product lines",tsc,False,False
Research and Information Synthesis,"Identify, source, and interpret information from various sources to gain deep understanding of specific fields or areas, identify patterns, uncover insights, integrate findings into recommendations, and guide decision-making",tsc,True,False
Research into Professional Practice Translation,"Review findings from research studies, formulate recommendations to address gaps in policies, research, and professional practices, and translate research results into professional applications",tsc,True,False
Resilience and Self-Care,Practise and understand activities that enhance overall health and well-being to enable continued practice as a professional,tsc,False,False
Resource Management,Plan and manage resources to optimise resource use and ensure sustainability of business operations,tsc,False,False
Respiratory Care in Nursing,Care of patients with respiratory disorders,tsc,False,False
Respond to Fire Emergency in Buildings,Implement emergency response procedures in response to fire emergency incidents in buildings in accordance with prevailing emergency response plans,tsc,False,False
Respond to Fire Incident in Workplace,Implement emergency response procedures in response to fire emergency incidents in the workplace in accordance with prevailing emergency response plans,tsc,False,False
Respond to Fire and Hazmat Emergency,Execute emergency response plans and procedures for work area in response to fire or Hazmat emergencies in accordance with prevailing emergency response plans,tsc,False,False
Respond to Incidents and Accidents in Biomedical Facility,Respond to incidents and accidents in a biomedical facility in accordance with organisation standard operating procedures and applicable legislations,tsc,False,False
Responsible AI and Generative AI Practices,Integrate and ensure compliance of ethical principles in AI projects. Drive framework creation for responsible AI development.,tsc,False,True
Responsible AI and Generative AI Practices in Financial Services,Integrate and ensure compliance of ethical principles in AI projects. Drive framework creation for responsible AI development,tsc,False,True
Responsive Caregiving Approaches,"Provide appropriate and quality caregiving approaches to create a nurturing, caring and safe environment that supports children's learning and development",tsc,False,False
Restructuring Insolvency Advisory,Advise on restructuring and insolvency processes to ensure statutory deadlines are met and review the treatment of debtors to align with insolvency proceedings,tsc,False,False
Retail Administration,"Manage and validate petty cash transactions, as well as document hours worked for each employee",tsc,False,False
Retail Logistics Administration,"Manage and administer modern distribution systems, create movement plans, manage availability of infrastructure in order to ensure profitability is maximised by the logistics systems",tsc,False,False
Retail Space Utilisation,Conceptualise and develop store and digital planograms which illustrate assortment of merchandise,tsc,False,False
Retailing and the Economy,"Anticipate and recognise shifts in the retail landscape, and demonstrate knowledge of the industry context within which the organisational operates in",tsc,False,False
Retirement and Re-employment Management,"Manage departures, retention and re-employment of employees at retirement age",tsc,False,False
Revenue Optimisation,"Analyse data for trends, yield and forecasts to manage pricing, inventory, demand and distribution channels strategically to maximise revenue growth",tsc,True,False
"Review and approval of curricula. Establish standards for the development, implementation, evaluation of curricula.",Plan and design curricula that fulfil desired outcomes to build workforce capability at workplace,tsc,False,False
Rigging Equipment Maintenance,Perform maintenance on rigging equipment and components to ensure safe and efficient operations,tsc,False,False
Rigging Operations,Execute load-lifting operations and installations on set to realise the creative requirements while adhering to workplace safety and health requirements,tsc,False,False
Rigging and Signalling,"Execute load-lifting operations on cargo with proper adherence to Workplace Safety and Health (WSH) requirements, signalling and communication protocol and diligent care for lifting equipment",tsc,False,False
Rigging for Animation,"Develop skeletal rigs, joints, muscle systems and deformation rigs for 3D character and prop models to enable realistic motion through animation",tsc,False,False
Rigging for Camera Supports,Execute installation and operation of equipment that supports the cameras for movement,tsc,False,False
Riser and Service Pipe inspection,Perform inspection works on risers and service pipes,tsc,False,False
Risk Advisory,Provide customised risk management advice to organisations to manage and optimise risks,tsc,False,True
Risk Analytics,"Utilise quantitative methods, stress testing approaches, and risk modelling to support robust integrated risk management frameworks and methodologies for products",tsc,True,False
Risk Appetite and Goals Setting,Manage productive practices to enable continuous improvements and ensure effective work management. Align and manage the organisation's risk appetite with strategic objectives for optimal performance,tsc,False,False
Risk Assessment,"Perform assessment of risks, including fraud risks, through understanding the client's business",tsc,False,False
Risk Assessment for Production,"Identify and analyse potential sources of risk and hazards in production operations to ensure they are taken into account. This includes managing emergency response plans for the range of contingencies affecting operations such as electrical, structural, or environmental factors",tsc,False,False
Risk Compliance and Governance,"Establish policies, compliance programmes, and management systems to enforce corporate governance and risk compliance within the organisation",tsc,False,True
Risk Control and Response Planning,Establish and manage enterprise risk control and response activities to suit the organisation’s risk appetite and strategic organisational goals,tsc,False,False
Risk Management,Apply organisational policies and procedures to manage and control financial and non-financial risks,tsc,False,True
Risk Management Strategies,"Identify, evaluate and manage risks by developing and implementing risk management strategies, frameworks, policies, procedures and practices",tsc,False,False
Risk Management and Administration,"Identify, assess and prioritise risks and apply resources to mitigate risks and impact of incidents",tsc,False,True
Risk Management and Mitigation,"Implement and oversee risk management strategies, policies, frameworks, and procedures to support business operations. Develop and implement risk management plans for continuity of business operations and services",tsc,False,False
Risk and Compliance Management,"Formulate risk and compliance strategies, processes and protocols to mitigate and minimise financial, operational and compliance risks",tsc,False,False
Risk and Compliance Reporting,Develop regulatory documents required to meet regulatory reporting requirements and obligations,tsc,False,True
Risk and Crisis Management,"Apply strategies designed to enable an organisation to deal with disruptive events by planning for responses to potential crises, establishing monitoring systems and training systems, communicating both internally and externally, and leading recovery processes",tsc,False,True
Robotic and Automation System Maintenance,Maintain robotic and automation systems to meet operation requirements and propose strategies for improvements to the automation system's performance,tsc,False,False
Robotic and Automation Technology Application,Integrate robotic and automation technologies across various industries to enhance productivity and precision while reducing reliance on manual tasks by applying and integrating evaluated technologies into operations or processes to achieve desired outcomes,tsc,True,False
Rolling Stock Air-conditioning and Ventilation Systems Maintenance,Implement preventive and corrective maintenance activities of rolling stock air-conditioning and ventilation systems,tsc,False,False
Rolling Stock Auxiliary Systems Maintenance,Implement preventive and corrective maintenance activities of rolling stock auxiliary systems,tsc,False,False
Rolling Stock Bogie Maintenance,Implement preventive and corrective maintenance activities of rolling stock bogie,tsc,False,False
Rolling Stock Brake Systems Maintenance,Implement preventive and corrective maintenance activities of rolling stock brake systems,tsc,False,False
Rolling Stock Car Body Maintenance,Implement preventive and corrective maintenance activities of rolling stock car body,tsc,False,False
Rolling Stock On-board Control and Communication Systems Maintenance,Implement preventive and corrective maintenance activities of rolling stock on-board control systems,tsc,False,False
Rolling Stock Power Systems Maintenance,Implement preventive and corrective maintenance activities of rolling stock power systems,tsc,False,False
Rolling Stock Propulsion Systems Maintenance,Implement preventive and corrective maintenance activities of rolling stock propulsion systems,tsc,False,False
Room Distribution Channel Management,Manage room distribution channels to leverage on a chain of channel partners to sell property's inventory globally to optimise sales and maximise revenue,tsc,False,False
Room Housekeeping Operations Management,Manage housekeeping operations to maintain the cleanliness of guestrooms and/or serviced apartments for the comfort of guests,tsc,False,False
Room Reservation Operations Management,Process guests' requests for reservations to ensure availability of rooms and/or properties upon arrival,tsc,False,True
Room Revenue Management,Predict guest and/or customer behaviour to optimise room inventory and price availability to maximise revenue growth,tsc,False,False
"Rotoscoping, Paint and Matte Work","Create mattes, executing paint and prep work on live action or full CG rendered image sequences for the purpose of creating animation or visual effects using computer software",tsc,False,False
Route Forecasting and Development,"Identify flight routes for airlines through the detailed study of airline performance, route profitability, competitors, revenue potential and future business strategies",tsc,False,False
Rules-Based Copy Editing,Manage styles or tones appropriate to the publication or type of communication materials to ensure clarity of meaning and ease of reading,tsc,False,False
Runway Safety,"Ensure safe airside operations to prevent runway incursions, excursions and confusions",tsc,False,False
Safe System of Work Development and Implementation,"Develop Safe System of Work (SSoW) frameworks and implement practices to ensure a safe and reliable environment for operations, maintenance and contracting activities",tsc,False,False
Safety Integrity Levels Management,Analyse and determine appropriate Safety Integrity Levels (SIL) for the selection of safety protection devices and systems to ensure hardware and software meet SIL-rated requirements,tsc,False,False
Safety System Design,"Design of safety systems for ships, rigs and/or conversions to ensure readiness against emergency incidents on board",tsc,False,False
Sales Channel Management,"Develop and implement strategies to manage sales channels and channel partners, including assessing and selecting suitable partners, establishing and expanding alliances, and maintaining a committed distributor network for products, services, and IT solutions",tsc,False,False
Sales Closure,"Perform numerical calculations and execute selling strategies to complete sales of products and services, ensuring customer, buyer, and seller satisfaction",tsc,False,False
Sales Delivery,Manage sales delivery activities to achieve sales for the organisation through new and existing clientele,tsc,False,False
Sales Management,"Develop, monitor, and implement sales plan to achieve business objectives",tsc,False,False
Sales Performance Management,"Set directions for business performance strategic needs, determine key performance indicators and evaluate results to implement improvement plans",tsc,False,False
Sales Strategy,"Define sales strategies and market penetration plans for the retail target segment, considering market potential, industry trends, and various business factors. Evaluate and refine the sales strategy to develop comprehensive plans and targets",tsc,False,False
Sales Target Management,Evaluate and monitor sales target and performance to plan and initiate actions to achieve excellence in sales delivery,tsc,False,False
Sales Trends and Opportunities Analysis,"Analyse sales trends and opportunities to manage inventory, evaluate sales strategies and pursue new sales leads to meet organisational sales and marketing objectives",tsc,False,False
Sales and Business Development,Manage business development efforts to generate new business or upsell and increase business with existing accounts,tsc,False,False
Sample Management,"Manage samples in solid, liquid and gas phases, from preparation, sampling, labelling, transportation, storage to disposal in compliance with regulatory and organisational requirements",tsc,False,False
Scaffolding,Build work platforms using pre-fitted frames and staging materials to facilitate activities that require working aloft,tsc,False,False
Scenario Planning and Analysis,Define problem statements and analyse data to simulate impact to business operations and propose suitable follow-up actions to sustain operations and achieve business objectives,tsc,False,False
Scenario and Strategic Planning,"Brainstorm alternative accounts of the future that may be caused by emerging factors, and develop a plans of action for each of the scenarios",tsc,False,False
Scheduling and Slot Coordination,Develop and manage airline schedules and slots by applying optimisation techniques,tsc,False,False
Scientific Writing and Communication,Develop written and other communications according to established standards in the scientific community to communicate research findings accurately and efficiently to the intended audience,tsc,False,False
Script Supervision,Track continuity of production elements from script through shoot,tsc,False,False
Script Writing,Create compelling and engaging scripts for media content of different formats on various platforms,tsc,False,False
Seafood Storage and Fabrication,"Apply the principles of identifying, storing, and fabricating of seafood for food service operations",tsc,False,False
Sealants Process,"Perform sealants applications on aircraft parts and components using appropriate tools, equipment, materials and methods in accordance with applicable technical manuals and organisational procedures",tsc,False,False
Search Engine Optimisation (SEO),Optimise online digital assets and content of brands and products to enable and enhance discoverability by search engines,tsc,True,False
Search and Rescue Operations,Manage and respond to search and rescue operations at sea,tsc,False,False
Security Administration,"Administer, configure and update of security programmes and mechanisms, including the application of system patches to ensure that enterprise assets are adequately protected against threats. This also includes the authorisation, management and monitoring of access control permissions and/or rights to various IT facilities",tsc,True,False
Security Architecture,"Design security architectures and controls. Either embedding of security principles into the design of architectures to mitigate the risks posed by new technologies and business practices, or the actual design and specification of implementable security components, along with the accompanying control measures, to meet defined business security needs",tsc,True,False
Security Assessment and Testing,"Conduct threat modelling, vulnerability assessment and penetration testing to reveal vulnerabilities or lapses in the existing systems or security mechanisms and evaluate the extent to which systems are able to protect the organisation's data and maintain functionality as intended",tsc,True,False
Security Audit Management,Methodological approaches to carry out security audits,tsc,False,False
Security Education and Awareness,"Drive security education and awareness in an organisation by providing advice and guidance on potential risks, mitigation strategies and best practices. This includes development of communication strategies and training materials to ensure employee adoption and adherence to security policies and standards",tsc,False,False
Security Escort,Perform security and cargo escorts from collection points to designated places safely,tsc,False,False
Security Event Management,Plan and coordinate security operations of specific events,tsc,False,True
Security Governance,"Develop and disseminate corporate security policies, frameworks and guidelines to ensure that day-to-day business operations guard or are well protected against risks, threats and vulnerabilities",tsc,True,False
Security Management,Develop and enforce security measures in public transport premises in accordance with organisational standards and regulatory requirements,tsc,False,False
Security Manpower Deployment Plan,Develop and implement manpower plans to support strategic and operational needs,tsc,False,False
Security Operation Compliance,Manage operations that comply with the relevant legal requirements in the security industry,tsc,False,False
Security Performance Management,Measure and manage business performance,tsc,False,False
Security Programme Management,"Develop and manage security solutions, products and services through technology innovation, experimentation and collaboration. This includes security programme planning, developing and testing new security capabilities and implementing security technologies and programmes",tsc,True,False
Security Risk Analysis,Methodological approaches to identify and solve security-related problems,tsc,False,False
Security Screening Management,Conduct security screening activities to ensure the security of guarded facilities and mitigate prevailing security threats,tsc,False,False
Security Strategy,"Establish the organisation's security vision, strategy and initiatives to ensure adequate protection of assets. This involves the planning, implementation and review of enterprise-wide security controls which includes policies, processes, physical infrastructure, software and hardware functions to govern and preserve the privacy, security and confidentiality of the organisation's information and assets",tsc,False,False
Security Surveillance Management,Obtain and record surveillance information accurately using appropriate surveillance equipment in accordance with relevant legal and organisational requirements,tsc,False,False
Security Threat Research,"Establish procedures for gathering, analysing and interpreting information about security threats and present findings to relevant stakeholders",tsc,False,False
Selection Management,Facilitate the development and implementation of selection strategies and processes to recruit suitable candidates for the organisation,tsc,False,False
Self Management,"Take ownership of managing one's personal effectiveness, personal brand and holistic physical, mental, emotional and social well-being",ccs,False,False
Self-Learning Systems,Design and develop self-learning systems using reinforcement learning and evolutionary learning techniques,tsc,True,False
Self-defence,Apply appropriate physical intervention tactics and techniques during hostile situations,tsc,False,False
Sense Making,"Leverage sources of qualitative and quantitative information and data to recognise patterns, spot opportunities, infer insights and inform decisions",ccs,False,False
Sentiment Analysis,"Devise, develop and use sentiment analysis models to computationally identify and categorise opinions expressed in a piece of text",tsc,False,False
Service Brand,Develop strategies to enhance the organisation's service brand and value proposition,tsc,False,False
Service Branding and Coaching,Execute service brand guidelines and drive strategies to enhance the organisation's service brands and value propositions,tsc,False,False
Service Challenges,Develop a framework to manage and mitigate service challenges and feedback from customers,tsc,False,False
Service Coaching,"Coach staff to deliver service aligned with the organisation's vision, mission, and values",tsc,False,False
Service Information and Results,Acquire and analyse data and information to enhance the organisation’s service performance,tsc,False,False
Service Innovation,Create and implement new service offerings to enhance customer experience and efficiency while driving a culture of service innovation in organizations,tsc,False,False
Service Innovation Culture,"Establish service innovation strategies and develop operating systems, policies and processes to support service excellence and innovation",tsc,False,False
Service Leadership,"Champion and role-model the organisation's service vision, mission, and values",tsc,False,False
Service Level Agreement Management,"Assess performance of ground handling agents and form partnerships to deliver efficient ground handling, customer and passenger services",tsc,False,False
Service Level Management,"Plan, monitor and manage service provisions for the achievement of agreed service level targets",tsc,False,False
Service Partnerships,Collaborate with partners to deliver and enhance the customer experience,tsc,False,False
Service Planning and Implementation,Develop and implement strategies and plans for the service operations,tsc,False,False
Service Quality Management,"Manage, develop and review the quality with which services are provided to clients",tsc,True,False
Set Construction,Manage the construction of full-scale sceneries and props based on set design plans,tsc,False,False
Set Design,"Research, conceptualise and execute visual concepts of the set to support creative direction of productions",tsc,False,True
Sheet Metal Structures Maintenance,"Maintain and repair sheet metal structures using appropriate resources and conduct inspection checks after maintenance work. This includes performance of simple surface corrosion treatments, fabrication of sheet metal parts, installation and removal of fasteners",tsc,False,True
Ship Compliance Management,"Maintain validity of ship assets' certifications, and fulfilment of requirements for new or renewed certification, to facilitate continued ship deployment for business operations",tsc,False,False
Ship Cyber Security,Maintain the cyber security of the organisation's fleet,tsc,False,True
Ship Energy Efficiency,Optimise ships' efficient energy utility while in operation through the formulation and implementation of Ship Energy Efficiency Management Plans (SEEMP),tsc,False,False
Ship Financing,Coordinate finance options for the sale and purchase of ships,tsc,False,False
Ship Maintenance and Repair at Docks,"Manage scheduling, resources and engineering work methods at the docks for maintenance on ships’ equipment and systems to achieve renewal and extension of classification certificates",tsc,False,True
Ship Medical Care,Provide medical first aid and take charge of follow-up medical care on board ships by taking immediate action in the case of accidents and illnesses likely to occur on board ships,tsc,False,False
"Ship Mooring, Anchoring and Securing Operations","Manoeuvring of vessels, which covers securing, anchoring and mooring gear on completion, securing the vessel prior to departure and preparing for heavy weather",tsc,False,False
Ship Operations,"Coordinate and support ship operations, including berthing, resupplying, and cargo loading and unloading",tsc,False,False
Ship Propulsion Inspections,Inspect ship propulsion systems as part of marine surveys,tsc,False,True
Ship Repair Management,Manage repair and maintenance operations on ship assets,tsc,False,False
Ship Safety Management Systems Audit,Carry out audits of shipboard safety management systems to ensure compliance with regulatory requirements,tsc,False,True
Ship Sale and Purchase,Execute the sale and purchase of ships in the organisation and ensure adherence to legislative requirements and organisation procedures,tsc,False,False
Ship Seaworthiness and Pollution Prevention,Ensure ship stability and compliance to pollution-prevention measures,tsc,False,False
Ship Security,Execute security duties on board ships to ensure safety and security,tsc,False,False
Ship Valuation,Gather and analyse information on ship valuation,tsc,False,False
Shipboard Ammonia Bunkering Fuel Infrastructure Engineering,"Develop, install, and manage the systems and infrastructure required for the bunkering of ammonia as a marine fuel. Implement safe and efficient fuel storage and transfer procedures, establishing onboard usage protocols and ensuring compliance with both maritime and environmental regulations",tsc,False,False
Shipment Load Planning and Palletisation/Consolidation,Optimise pallet load configuration and consolidation for shipments,tsc,False,True
Shipping Network Operations Management,"Manage overall network utilisation to drive smooth operations, service integrity, cost efficiency, and optimal flow of cargo through the network",tsc,False,False
Shipping Trade Management,Perform shipping trades and devise commercial strategies to achieve trade volume and revenue targets,tsc,False,False
Shopper Marketing Campaign Management,Develop evaluation strategies and analyse data to recommend improvements to future shopper marketing campaigns,tsc,False,False
Shore-Based Ammonia Bunkering Fuel Infrastructure Engineering,"Configure, install, and manage ammonia bunkering fuel infrastructures at shore sites for storing ammonia fuel and transferring to marine vessels",tsc,False,False
Signal Interlocking Systems Maintenance,Implement preventive and corrective maintenance activities of signal interlocking systems,tsc,False,False
Signalling Auxiliary Devices and Equipment Maintenance,Implement preventive and corrective maintenance of activities of signalling auxiliary devices and equipment,tsc,False,False
Single Stack Medium Forklift Operations,Operate single stack medium forklift for container operations,tsc,False,True
Site Assessment and Analysis,Plan and execute assessments of project and landscape sites to evaluate their suitability for built environment and landscape operations,tsc,False,True
Site and Factory Acceptance Testing Management,Review factory audits and witness type tests to address non-compliance and drive continuous improvement efforts through implementing equipment and/or process design changes,tsc,False,False
Situation Management with Families and Community,Manage challenging situations with families and community to build consensus among stakeholders and achieve resolutions effectively,tsc,False,False
Skills Framework Adoption,"Drive the adoption, integration and implementation of Skills Frameworks and their components throughout the organisation",tsc,False,False
Skin Exposure Risk Management,Manage risks resulting from exposure to workplace hazards and identify the hazards that may cause injury to the skin,tsc,False,False
Skyrise Greenery Design and Implementation,Design and install skyrise greenery systems in built-up areas,tsc,True,False
Skyrise Greenery Maintenance,Plan and execute the maintenance of skyrise greenery,tsc,True,False
Sludge and Greasy Waste Collection and Management,Identify different types of sludge and greasy waste and perform waste collection and disposal using appropriate vehicles and/or equipment in a safe manner to ensure safe public health and environment,tsc,False,False
Smart Facilities Management,Integrate digital technologies and smart automation into facility operations and maintenance to optimise efficiency and performance,tsc,True,False
Smart Farming Technology Implementation,"Strategise, integrate and deploy emerging agriculture and/or aquaculture technology to streamline farming processes and operation practices, maximise productivity and achieve sustainable food production",tsc,False,False
Social Listening,Analyse online conversations about brand and industry at large and conduct sentiment analysis to improve overall marketing strategy,tsc,False,False
Social Media Content Creation and Management,Develop social media content and strategies to engage target audience segments,tsc,False,False
Social Media Management,Leverage various social networking platforms to deliver the organisation's value propositions as well as contextual and targeted messaging based on real-time customer insights to engage in two-way communication with prospects and customers,tsc,True,False
Social Media Marketing,"Formulate, execute and evaluate social media strategic plans to establish positive relationships with industry and social media colleagues and proactively seek and evaluate innovative marketing opportunities",tsc,True,False
Social Policy Development,"Develop social policies that are current, relevant and aligned to national priorities and social needs",tsc,False,False
Social Policy Evaluation,"Evaluate existing social policies to determine currency, relevance and alignment to national priorities and social needs",tsc,False,True
Social Policy Formulation,"Analyse research, social trends and impact of programmes and services to frame social policy issues and implications",tsc,False,False
Social Policy Implementation,Manage the social policy implementation process to ensure alignment with the overarching policy intent,tsc,False,False
Social Sector Policy Influence,Understand policies applicable in the social sector as well as the process of policy development and influence their development and implementation,tsc,False,False
Social Service (Early Intervention) Programme Development and Implementation,"Develop, implement and monitor programmes for children with developmental needs, their families or related stakeholders",tsc,False,False
Social Service Programme Development,Develop social service programmes using intervention concepts and frameworks that serve the needs of the clients and community,tsc,True,False
Social Service Programme Evaluation,Evaluate the effectiveness of social service programmes in meeting the needs of the clients and communities,tsc,False,True
Social Service Programme Implementation,Implement effective social service programmes that serve the needs of the clients and community,tsc,False,True
Software Configuration,"Configure software products, analytics, and modeling solutions by applying and modifying scripts and automation tools to integrate and deploy releases to various platforms and operating environments, including subsequent modifications to software configuration based on outcomes of systems and configuration tests",tsc,False,False
Software Design,"Create and refine the overall plan for the design of software, including the design of functional specifications starting from the defined business requirements as well as the consideration and incorporation of various controls, functionality and interoperability of different elements into a design blueprint or model which describes the overall architecture in hardware, software, databases, and third party frameworks that the software will use or interact with",tsc,False,False
Software Testing,Evaluate and test application performance by setting up appropriate testing conditions and defining test cases and technical criteria,tsc,False,True
Soil and Media Assessment and Remediation,"Identify, test and improve soil and media quality to meet planting requirements",tsc,False,False
Solar Photovoltaic Energy Assessment,Assess feasibility of solar Photovoltaic (PV) installations for buildings based on location and energy assessments,tsc,True,False
Solar Photovoltaic Project Financing and Risk Analysis,Determine solar Photovoltaic (PV) financial feasibility and risk management plans for projects,tsc,True,False
Solar Photovoltaic Systems Designs,Oversee design of solar Photovoltaic (PV) systems according to project requirements and site constraints,tsc,False,False
Solid-State Device Engineering,"Apply an understanding of the advancements in solid-state physics to design and develop semiconductor devices, improve device performance, and enhance energy efficiency.",tsc,False,True
Solution Architecture,"Design or refine a solution blueprint or structure to guide the development of IT solutions in hardware, software, processes or related components, to meet current and future business needs. The solution architecture developed may lead to broad or specific changes to IT services, operating models and processes, and should provide a framework to guide the development and modification of solutions",tsc,False,False
Solutioning,"Generate solutions by systematic analysis of the problem, proposing preventive and/or corrective measures and evaluating the effectiveness of the measures from different perspectives",tsc,False,False
Solutions Design Thinking,"Develop solutions using logic, imagination, intuition, and systemic reasoning to explore possibilities and create desired outcomes that benefit the organization and customers",tsc,False,False
Sound Design and Creation,Conceptualise creative sound concepts and create sound effects that conform to requirements of the content,tsc,False,True
Sound Editing,"Edit, refine and arrange sound sequences to meet the creative and technical requirements of content",tsc,False,True
Sound Mixing,Balance the levels of combined sound elements to create audio mixes for production,tsc,False,True
Sound Recording Operations,Manage the sound recording set-up and operations during productions,tsc,False,False
Special Effects Makeup Application,"Apply or remove special effects (SFX) makeup using appropriate makeup materials, paints and chemicals according to production specifications or customer requirements",tsc,False,False
Special Effects Makeup Material Attachment,"Apply, attach or remove ready-made special effects (SFX) makeup props and prosthetics using appropriate techniques, tools and materials",tsc,False,False
Special Effects Makeup Material Construction,"Construct and modify special effects (SFX) makeup paints, props and prosthetics using appropriate materials and constructing techniques",tsc,False,False
Special Situations in Prehospital Setting,Support the management of special situations in prehospital setting,tsc,False,False
Specialty Cuisine Preparation and Cooking,Prepare and present standard and complex specialty cuisine dishes,tsc,False,False
Sponsorship Management,Identify sponsorship requirements and organise activities according to sponsorship agreements and financial parameters,tsc,False,False
Stabilised Camera Operations,Manage the set-up and operation of types of stabilised cameras and associated equipment to capture smooth visuals for content production in studios or outdoor settings,tsc,False,False
Staff Communication and Engagement,Drive staff communication and engagement to achieve Centre's goals,tsc,False,False
Staff Development Management,Manage staff capabilities and competency-based development through learning and development activities to build a skilled workforce,tsc,False,False
Staff Management,"Apply the organisation’s human resources policies, procedures, and standards to effectively manage staff under the direct control of the position holder, involving coordination and direction of people and teams",tsc,False,False
Staff Performance Management,"Align organisational objectives with staff goals and internal processes, create learning and development opportunities for staff, provide systems of feedback and support, and implement effective reward systems to maximise employee performance and meet business goals",tsc,False,False
Staff Training Facilitation,Identify training needs and coordinate staff training according to customized training roadmaps to improve and evaluate employees' skills and capabilities,tsc,False,False
Staff Training Management,"Identify training, coordinate or manage staff training according to customised training roadmaps to improve employees' skills and capabilities",tsc,False,False
"Stage, Liveshow and Theatre Action Coordination","Choreograph, coordinate, and direct action scenes involving high-risk physical performances adapted for stage or liveshow applications, while managing stunt talent recruitment, actor training and rehearsals, and overseeing project logistics including negotiations, payments, contracts, and insurance",tsc,False,False
Stakeholder Engagement and Management,"Manage stakeholder expectations and relationships through effective communication, negotiation, and alignment of their needs with the organisation's objectvies",tsc,False,False
Stakeholder Management,"Manage stakeholder expectations and relationships by identifying needs, setting service standards, resolving issues, and planning strategies to align with organizational goals, effectively communicate, negotiate, and influence stakeholders, ensuring continuous engagement and support for business objectives",tsc,False,False
Stakeholder Management for Legal Professionals,Manage relationships with or between internal and external stakeholders of the organisation,tsc,False,False
Standard Operating Procedures Development,Implement and develop Standard Operating Procedures (SOPs) to enforce compliance and ensure process operational tasks for all operation modes are performed correctly and consistently according to regulatory and organisational objectives,tsc,False,True
Station Air-conditioning Systems Maintenance,Implement preventive and corrective maintenance of station air-conditioning systems,tsc,False,False
Steam and Water Quality Control Management,Manage overall water quality control in power generation operations,tsc,False,False
Steering and Helmsmanship,Steer and manoeuvre ships safely while complying with helm orders,tsc,False,False
Sterile Manufacturing of Pharmaceutical Products,"Process orders and prescriptions, assist in compounding of sterile products and review quality of finished products",tsc,False,False
Store Facilities and Housekeeping,Identify facility and space requirements and negotiate contract terms and conditions to support business needs and volume,tsc,False,True
Store Security Policy,"Design, monitor, observe and review store security and safety policies and procedures to promote a safe working environment",tsc,False,False
Storyboarding,Visualise scenes through a sequence of illustrations to guide storytelling and content production,tsc,False,False
Stowage Load Planning,Optimise container stowage load configurations and consolidation for vessels,tsc,False,False
Strategic Business Planning,"Design and formulate business plans to achieve goals, translating vision, mission, and values into operational plans while reviewing outcomes for continuous improvements",tsc,False,False
Strategic Human Resource Management,"Establish strategies, policies and principles aligned to business objectives and leverage on organisational culture to enhance integration and maximisation of employee contributions",tsc,False,False
Strategic Service Excellence,Establish strategies and operating principles to consistently meet and manage customer and client expectations in order to support business requirements,tsc,False,False
Strategic Workforce Planning,Develop workforce strategies and plans to determine the manpower and capabilities needed for the future,tsc,False,False
Strategy Development,Develop organisational strategies and policies by analysing the impact of internal and external factors and consulting with relevant stakeholders,tsc,False,False
Strategy Development and Implementation Management,Develop and implement organisational strategic plans and provide direction to the organisation,tsc,False,False
Strategy Execution,"Develop and implement plans to achieve organisational and departmental strategies and goals, evaluate the impact of critical business functions, conduct situational analysis, and refine strategies. Execute and implement operational and tactical-level action plans aligned with the organisation's business strategies",tsc,False,True
Strategy Planning,"Develop organisational strategies and policies by analysing internal and external factors, consulting relevant stakeholders, and implementing plans to achieve departmental and organisational goals while providing strategic direction",tsc,False,False
